"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","microphone_confirmed","device_id","view_history","trial_type_label","estimated_stimulus_onset","audio_upload","stimulus_code","sentence","condition","trial_stage","audio_url","recording_attempt","recording_filename","review_decision","saved_audio_file"
"5685","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The center of a star can be over 50 million degrees Fahrenheit.</p>
          </div>
        ","null","html-audio-response","310","894468","0.0-91.0-1.0","6nhu1nbwba","","","","","14","","48T","The center of a star can be over 50 million degrees Fahrenheit.","true","sentence_recording","blob:https://charburnham.github.io/dbe1216d-f468-4f15-bcda-681014ef0da9","1","6nhu1nbwba_48T_audio.webm","",""
"736","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The center of a star can be over 50 million degrees Fahrenheit.</p>
              <audio controls src=""blob:https://charburnham.github.io/dbe1216d-f468-4f15-bcda-681014ef0da9"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","311","895206","0.0-91.0-2.0","6nhu1nbwba","","","","","","queued","48T","The center of a star can be over 50 million degrees Fahrenheit.","true","sentence_review","","1","6nhu1nbwba_48T_audio.webm","accepted","6nhu1nbwba_48T_audio.webm"
"788","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Alabama is the only state that permits residents to cast absentee ballots from space.</p>
          </div>
        ","0","html-button-response","312","895999","0.0-92.0-0.0","6nhu1nbwba","","","","","","","14F","Alabama is the only state that permits residents to cast absentee ballots from space.","false","sentence_ready","","","","",""
"3937","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Alabama is the only state that permits residents to cast absentee ballots from space.</p>
          </div>
        ","null","html-audio-response","313","900017","0.0-92.0-1.0","6nhu1nbwba","","","","","13","","14F","Alabama is the only state that permits residents to cast absentee ballots from space.","false","sentence_recording","blob:https://charburnham.github.io/3278995b-805c-417d-9da1-033051c534fa","1","6nhu1nbwba_14F_audio.webm","",""
"786","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Alabama is the only state that permits residents to cast absentee ballots from space.</p>
              <audio controls src=""blob:https://charburnham.github.io/3278995b-805c-417d-9da1-033051c534fa"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","314","900806","0.0-92.0-2.0","6nhu1nbwba","","","","","","not_uploaded_rerecorded","14F","Alabama is the only state that permits residents to cast absentee ballots from space.","false","sentence_review","","1","6nhu1nbwba_14F_audio.webm","rerecord","null"
"774","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Alabama is the only state that permits residents to cast absentee ballots from space.</p>
          </div>
        ","0","html-button-response","315","901582","0.0-92.1-0.1","6nhu1nbwba","","","","","","","14F","Alabama is the only state that permits residents to cast absentee ballots from space.","false","sentence_ready","","","","",""
"6485","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Alabama is the only state that permits residents to cast absentee ballots from space.</p>
          </div>
        ","null","html-audio-response","316","908150","0.0-92.1-1.1","6nhu1nbwba","","","","","6","","14F","Alabama is the only state that permits residents to cast absentee ballots from space.","false","sentence_recording","blob:https://charburnham.github.io/f7c565f3-c442-4bb0-a547-f6d71fbc85a3","2","6nhu1nbwba_14F_audio.webm","",""
"769","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Alabama is the only state that permits residents to cast absentee ballots from space.</p>
              <audio controls src=""blob:https://charburnham.github.io/f7c565f3-c442-4bb0-a547-f6d71fbc85a3"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","317","908922","0.0-92.1-2.1","6nhu1nbwba","","","","","","queued","14F","Alabama is the only state that permits residents to cast absentee ballots from space.","false","sentence_review","","2","6nhu1nbwba_14F_audio.webm","accepted","6nhu1nbwba_14F_audio.webm"
"1836","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Animals that lay eggs don't have belly buttons.</p>
          </div>
        ","0","html-button-response","318","910762","0.0-93.0-0.0","6nhu1nbwba","","","","","","","F1T","Animals that lay eggs don't have belly buttons.","true","sentence_ready","","","","",""
"4261","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Animals that lay eggs don't have belly buttons.</p>
          </div>
        ","null","html-audio-response","319","915100","0.0-93.0-1.0","6nhu1nbwba","","","","","9","","F1T","Animals that lay eggs don't have belly buttons.","true","sentence_recording","blob:https://charburnham.github.io/8959e556-567c-4c16-a184-2e1b843b8b97","1","6nhu1nbwba_F1T_audio.webm","",""
"844","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Animals that lay eggs don't have belly buttons.</p>
              <audio controls src=""blob:https://charburnham.github.io/8959e556-567c-4c16-a184-2e1b843b8b97"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","320","915947","0.0-93.0-2.0","6nhu1nbwba","","","","","","not_uploaded_rerecorded","F1T","Animals that lay eggs don't have belly buttons.","true","sentence_review","","1","6nhu1nbwba_F1T_audio.webm","rerecord","null"
"661","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Animals that lay eggs don't have belly buttons.</p>
          </div>
        ","0","html-button-response","321","916610","0.0-93.1-0.1","6nhu1nbwba","","","","","","","F1T","Animals that lay eggs don't have belly buttons.","true","sentence_ready","","","","",""
"4257","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Animals that lay eggs don't have belly buttons.</p>
          </div>
        ","null","html-audio-response","322","920934","0.0-93.1-1.1","6nhu1nbwba","","","","","3","","F1T","Animals that lay eggs don't have belly buttons.","true","sentence_recording","blob:https://charburnham.github.io/eafab210-f43f-4b08-9a60-cf530c9391df","2","6nhu1nbwba_F1T_audio.webm","",""
"586","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Animals that lay eggs don't have belly buttons.</p>
              <audio controls src=""blob:https://charburnham.github.io/eafab210-f43f-4b08-9a60-cf530c9391df"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","323","921523","0.0-93.1-2.1","6nhu1nbwba","","","","","","queued","F1T","Animals that lay eggs don't have belly buttons.","true","sentence_review","","2","6nhu1nbwba_F1T_audio.webm","accepted","6nhu1nbwba_F1T_audio.webm"
"1223","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">In Ancient Egypt, a yard was the length of a man's arm span.</p>
          </div>
        ","0","html-button-response","324","922749","0.0-94.0-0.0","6nhu1nbwba","","","","","","","F15F","In Ancient Egypt, a yard was the length of a man's arm span.","false","sentence_ready","","","","",""
"2327","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">In Ancient Egypt, a yard was the length of a man's arm span.</p>
          </div>
        ","null","html-audio-response","325","925150","0.0-94.0-1.0","6nhu1nbwba","","","","","13","","F15F","In Ancient Egypt, a yard was the length of a man's arm span.","false","sentence_recording","blob:https://charburnham.github.io/6316f1c3-00be-40c2-8022-81eff8aa6891","1","6nhu1nbwba_F15F_audio.webm","",""
"565","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">In Ancient Egypt, a yard was the length of a man's arm span.</p>
              <audio controls src=""blob:https://charburnham.github.io/6316f1c3-00be-40c2-8022-81eff8aa6891"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","326","925718","0.0-94.0-2.0","6nhu1nbwba","","","","","","not_uploaded_rerecorded","F15F","In Ancient Egypt, a yard was the length of a man's arm span.","false","sentence_review","","1","6nhu1nbwba_F15F_audio.webm","rerecord","null"
"611","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">In Ancient Egypt, a yard was the length of a man's arm span.</p>
          </div>
        ","0","html-button-response","327","926331","0.0-94.1-0.1","6nhu1nbwba","","","","","","","F15F","In Ancient Egypt, a yard was the length of a man's arm span.","false","sentence_ready","","","","",""
"2595","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">In Ancient Egypt, a yard was the length of a man's arm span.</p>
          </div>
        ","null","html-audio-response","328","929000","0.0-94.1-1.1","6nhu1nbwba","","","","","17","","F15F","In Ancient Egypt, a yard was the length of a man's arm span.","false","sentence_recording","blob:https://charburnham.github.io/a3c02836-c159-4225-945f-f21e90d25590","2","6nhu1nbwba_F15F_audio.webm","",""
"485","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">In Ancient Egypt, a yard was the length of a man's arm span.</p>
              <audio controls src=""blob:https://charburnham.github.io/a3c02836-c159-4225-945f-f21e90d25590"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","329","929488","0.0-94.1-2.1","6nhu1nbwba","","","","","","not_uploaded_rerecorded","F15F","In Ancient Egypt, a yard was the length of a man's arm span.","false","sentence_review","","2","6nhu1nbwba_F15F_audio.webm","rerecord","null"
"831","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">In Ancient Egypt, a yard was the length of a man's arm span.</p>
          </div>
        ","0","html-button-response","330","930322","0.0-94.2-0.2","6nhu1nbwba","","","","","","","F15F","In Ancient Egypt, a yard was the length of a man's arm span.","false","sentence_ready","","","","",""
"4639","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">In Ancient Egypt, a yard was the length of a man's arm span.</p>
          </div>
        ","null","html-audio-response","331","935051","0.0-94.2-1.2","6nhu1nbwba","","","","","22","","F15F","In Ancient Egypt, a yard was the length of a man's arm span.","false","sentence_recording","blob:https://charburnham.github.io/63b10c6b-be43-4fb9-9e8c-abe27597296c","3","6nhu1nbwba_F15F_audio.webm","",""
"622","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">In Ancient Egypt, a yard was the length of a man's arm span.</p>
              <audio controls src=""blob:https://charburnham.github.io/63b10c6b-be43-4fb9-9e8c-abe27597296c"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","332","935676","0.0-94.2-2.2","6nhu1nbwba","","","","","","queued","F15F","In Ancient Egypt, a yard was the length of a man's arm span.","false","sentence_review","","3","6nhu1nbwba_F15F_audio.webm","accepted","6nhu1nbwba_F15F_audio.webm"
"2826","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">James Madison was the shortest U.S. president.</p>
          </div>
        ","0","html-button-response","333","938505","0.0-95.0-0.0","6nhu1nbwba","","","","","","","40T","James Madison was the shortest U.S. president.","true","sentence_ready","","","","",""
"3689","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">James Madison was the shortest U.S. president.</p>
          </div>
        ","null","html-audio-response","334","942268","0.0-95.0-1.0","6nhu1nbwba","","","","","4","","40T","James Madison was the shortest U.S. president.","true","sentence_recording","blob:https://charburnham.github.io/c06ec783-b22a-4045-a5f9-bcd3fe8746f0","1","6nhu1nbwba_40T_audio.webm","",""
"789","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">James Madison was the shortest U.S. president.</p>
              <audio controls src=""blob:https://charburnham.github.io/c06ec783-b22a-4045-a5f9-bcd3fe8746f0"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","335","943060","0.0-95.0-2.0","6nhu1nbwba","","","","","","queued","40T","James Madison was the shortest U.S. president.","true","sentence_review","","1","6nhu1nbwba_40T_audio.webm","accepted","6nhu1nbwba_40T_audio.webm"
"7032","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Honduras currently has the highest murder rate of any country in the world.</p>
          </div>
        ","0","html-button-response","336","950095","0.0-96.0-0.0","6nhu1nbwba","","","","","","","F18T","Honduras currently has the highest murder rate of any country in the world.","true","sentence_ready","","","","",""
"1767","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Honduras currently has the highest murder rate of any country in the world.</p>
          </div>
        ","null","html-audio-response","337","951952","0.0-96.0-1.0","6nhu1nbwba","","","","","13","","F18T","Honduras currently has the highest murder rate of any country in the world.","true","sentence_recording","blob:https://charburnham.github.io/6584c5df-5eb7-4ca0-a67d-38dca0ae6429","1","6nhu1nbwba_F18T_audio.webm","",""
"839","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Honduras currently has the highest murder rate of any country in the world.</p>
              <audio controls src=""blob:https://charburnham.github.io/6584c5df-5eb7-4ca0-a67d-38dca0ae6429"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","338","952794","0.0-96.0-2.0","6nhu1nbwba","","","","","","not_uploaded_rerecorded","F18T","Honduras currently has the highest murder rate of any country in the world.","true","sentence_review","","1","6nhu1nbwba_F18T_audio.webm","rerecord","null"
"1520","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Honduras currently has the highest murder rate of any country in the world.</p>
          </div>
        ","0","html-button-response","339","954315","0.0-96.1-0.1","6nhu1nbwba","","","","","","","F18T","Honduras currently has the highest murder rate of any country in the world.","true","sentence_ready","","","","",""
"4825","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Honduras currently has the highest murder rate of any country in the world.</p>
          </div>
        ","null","html-audio-response","340","959218","0.0-96.1-1.1","6nhu1nbwba","","","","","11","","F18T","Honduras currently has the highest murder rate of any country in the world.","true","sentence_recording","blob:https://charburnham.github.io/26e24308-5fb0-4ec0-b611-42b09c7f9a74","2","6nhu1nbwba_F18T_audio.webm","",""
"4410","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Honduras currently has the highest murder rate of any country in the world.</p>
              <audio controls src=""blob:https://charburnham.github.io/26e24308-5fb0-4ec0-b611-42b09c7f9a74"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","341","963631","0.0-96.1-2.1","6nhu1nbwba","","","","","","not_uploaded_rerecorded","F18T","Honduras currently has the highest murder rate of any country in the world.","true","sentence_review","","2","6nhu1nbwba_F18T_audio.webm","rerecord","null"
"778","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Honduras currently has the highest murder rate of any country in the world.</p>
          </div>
        ","0","html-button-response","342","964411","0.0-96.2-0.2","6nhu1nbwba","","","","","","","F18T","Honduras currently has the highest murder rate of any country in the world.","true","sentence_ready","","","","",""
"5042","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Honduras currently has the highest murder rate of any country in the world.</p>
          </div>
        ","null","html-audio-response","343","969534","0.0-96.2-1.2","6nhu1nbwba","","","","","11","","F18T","Honduras currently has the highest murder rate of any country in the world.","true","sentence_recording","blob:https://charburnham.github.io/1048be18-247f-4f52-a7b1-908453c46603","3","6nhu1nbwba_F18T_audio.webm","",""
"531","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Honduras currently has the highest murder rate of any country in the world.</p>
              <audio controls src=""blob:https://charburnham.github.io/1048be18-247f-4f52-a7b1-908453c46603"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","344","970068","0.0-96.2-2.2","6nhu1nbwba","","","","","","queued","F18T","Honduras currently has the highest murder rate of any country in the world.","true","sentence_review","","3","6nhu1nbwba_F18T_audio.webm","accepted","6nhu1nbwba_F18T_audio.webm"
"920","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">There are towns named Sandwich in Illinois and Massachusetts.</p>
          </div>
        ","0","html-button-response","345","970992","0.0-97.0-0.0","6nhu1nbwba","","","","","","","20T","There are towns named Sandwich in Illinois and Massachusetts.","true","sentence_ready","","","","",""
"4732","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">There are towns named Sandwich in Illinois and Massachusetts.</p>
          </div>
        ","null","html-audio-response","346","975803","0.0-97.0-1.0","6nhu1nbwba","","","","","13","","20T","There are towns named Sandwich in Illinois and Massachusetts.","true","sentence_recording","blob:https://charburnham.github.io/1e4490e5-270e-4b22-9fc6-f848b4797df5","1","6nhu1nbwba_20T_audio.webm","",""
"1083","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">There are towns named Sandwich in Illinois and Massachusetts.</p>
              <audio controls src=""blob:https://charburnham.github.io/1e4490e5-270e-4b22-9fc6-f848b4797df5"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","347","976888","0.0-97.0-2.0","6nhu1nbwba","","","","","","queued","20T","There are towns named Sandwich in Illinois and Massachusetts.","true","sentence_review","","1","6nhu1nbwba_20T_audio.webm","accepted","6nhu1nbwba_20T_audio.webm"
"1451","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Blood makes up about 11% of your body's weight.</p>
          </div>
        ","0","html-button-response","348","978344","0.0-98.0-0.0","6nhu1nbwba","","","","","","","22F","Blood makes up about 11% of your body's weight.","false","sentence_ready","","","","",""
"1896","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Blood makes up about 11% of your body's weight.</p>
          </div>
        ","null","html-audio-response","349","980318","0.0-98.0-1.0","6nhu1nbwba","","","","","13","","22F","Blood makes up about 11% of your body's weight.","false","sentence_recording","blob:https://charburnham.github.io/86600f34-f9a2-4885-a325-0534eebe5130","1","6nhu1nbwba_22F_audio.webm","",""
"689","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Blood makes up about 11% of your body's weight.</p>
              <audio controls src=""blob:https://charburnham.github.io/86600f34-f9a2-4885-a325-0534eebe5130"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","350","981010","0.0-98.0-2.0","6nhu1nbwba","","","","","","not_uploaded_rerecorded","22F","Blood makes up about 11% of your body's weight.","false","sentence_review","","1","6nhu1nbwba_22F_audio.webm","rerecord","null"
"790","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Blood makes up about 11% of your body's weight.</p>
          </div>
        ","0","html-button-response","351","981802","0.0-98.1-0.1","6nhu1nbwba","","","","","","","22F","Blood makes up about 11% of your body's weight.","false","sentence_ready","","","","",""
"4128","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Blood makes up about 11% of your body's weight.</p>
          </div>
        ","null","html-audio-response","352","986001","0.0-98.1-1.1","6nhu1nbwba","","","","","4","","22F","Blood makes up about 11% of your body's weight.","false","sentence_recording","blob:https://charburnham.github.io/de78431a-b4d2-4afb-a2b3-22a43f1a0196","2","6nhu1nbwba_22F_audio.webm","",""
"582","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Blood makes up about 11% of your body's weight.</p>
              <audio controls src=""blob:https://charburnham.github.io/de78431a-b4d2-4afb-a2b3-22a43f1a0196"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","353","986586","0.0-98.1-2.1","6nhu1nbwba","","","","","","queued","22F","Blood makes up about 11% of your body's weight.","false","sentence_review","","2","6nhu1nbwba_22F_audio.webm","accepted","6nhu1nbwba_22F_audio.webm"
"986","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Half your body's red blood cells are replaced every seven days.</p>
          </div>
        ","0","html-button-response","354","987576","0.0-99.0-0.0","6nhu1nbwba","","","","","","","21T","Half your body's red blood cells are replaced every seven days.","true","sentence_ready","","","","",""
"4864","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Half your body's red blood cells are replaced every seven days.</p>
          </div>
        ","null","html-audio-response","355","992518","0.0-99.0-1.0","6nhu1nbwba","","","","","17","","21T","Half your body's red blood cells are replaced every seven days.","true","sentence_recording","blob:https://charburnham.github.io/93853979-3d2b-4c6b-90ce-b9928ae42533","1","6nhu1nbwba_21T_audio.webm","",""
"542","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Half your body's red blood cells are replaced every seven days.</p>
              <audio controls src=""blob:https://charburnham.github.io/93853979-3d2b-4c6b-90ce-b9928ae42533"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","356","993063","0.0-99.0-2.0","6nhu1nbwba","","","","","","queued","21T","Half your body's red blood cells are replaced every seven days.","true","sentence_review","","1","6nhu1nbwba_21T_audio.webm","accepted","6nhu1nbwba_21T_audio.webm"
"1002","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">In Ancient Egypt, a yard was the length of a man's arm from nose to tip.</p>
          </div>
        ","0","html-button-response","357","994068","0.0-100.0-0.0","6nhu1nbwba","","","","","","","F15T","In Ancient Egypt, a yard was the length of a man's arm from nose to tip.","true","sentence_ready","","","","",""
"6303","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">In Ancient Egypt, a yard was the length of a man's arm from nose to tip.</p>
          </div>
        ","null","html-audio-response","358","1000452","0.0-100.0-1.0","6nhu1nbwba","","","","","11","","F15T","In Ancient Egypt, a yard was the length of a man's arm from nose to tip.","true","sentence_recording","blob:https://charburnham.github.io/71c8c839-fe1d-4924-a423-7b18901a9696","1","6nhu1nbwba_F15T_audio.webm","",""
"2102","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">In Ancient Egypt, a yard was the length of a man's arm from nose to tip.</p>
              <audio controls src=""blob:https://charburnham.github.io/71c8c839-fe1d-4924-a423-7b18901a9696"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","359","1002556","0.0-100.0-2.0","6nhu1nbwba","","","","","","queued","F15T","In Ancient Egypt, a yard was the length of a man's arm from nose to tip.","true","sentence_review","","1","6nhu1nbwba_F15T_audio.webm","accepted","6nhu1nbwba_F15T_audio.webm"
"1312","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Children tend to grow faster in the winter.</p>
          </div>
        ","0","html-button-response","360","1003872","0.0-101.0-0.0","6nhu1nbwba","","","","","","","F12F","Children tend to grow faster in the winter.","false","sentence_ready","","","","",""
"3272","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Children tend to grow faster in the winter.</p>
          </div>
        ","null","html-audio-response","361","1007235","0.0-101.0-1.0","6nhu1nbwba","","","","","17","","F12F","Children tend to grow faster in the winter.","false","sentence_recording","blob:https://charburnham.github.io/dede7f91-c3cd-45b0-b061-363fda503e21","1","6nhu1nbwba_F12F_audio.webm","",""
"600","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Children tend to grow faster in the winter.</p>
              <audio controls src=""blob:https://charburnham.github.io/dede7f91-c3cd-45b0-b061-363fda503e21"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","362","1007838","0.0-101.0-2.0","6nhu1nbwba","","","","","","queued","F12F","Children tend to grow faster in the winter.","false","sentence_review","","1","6nhu1nbwba_F12F_audio.webm","accepted","6nhu1nbwba_F12F_audio.webm"
"1059","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">An iceberg contains significantly more total heat energy than a burning match.</p>
          </div>
        ","0","html-button-response","363","1008901","0.0-102.0-0.0","6nhu1nbwba","","","","","","","1T","An iceberg contains significantly more total heat energy than a burning match.","true","sentence_ready","","","","",""
